Adresse,Nom,Type,Commentaire,Adresse_ABS,Fonction,Categorie,Unité
130.5,Vi_pic_3400_fk03,BOOL,Touche de fonction F3 de l'écran 3400 Sans fonction 27,%DB109.DBX130.5,Sans fonction,Télésignal,
130.6,Vi_pic_3400_fk04,BOOL,Touche de fonction F4 de l'écran 3400 Sans fonction 28,%DB109.DBX130.6,Sans fonction,Télésignal,
130.7,Vi_pic_3400_fk05,BOOL,Touche de fonction F5 de l'écran 3400 Sans fonction 29,%DB109.DBX130.7,Sans fonction,Télésignal,
131.0,Vi_pic_3400_fk06,BOOL,Touche de fonction F6 de l'écran 3400 Sans fonction 29,%DB109.DBX131.0,Sans fonction,Télésignal,
131.1,Vi_pic_3400_fk07,BOOL,Touche de fonction F7 de l'écran 3400 Sans fonction 29,%DB109.DBX131.1,Sans fonction,Télésignal,
131.2,Vi_pic_3400_fk08,BOOL,Touche de fonction F8 de l'écran 3400 Sans fonction 29,%DB109.DBX131.2,Sans fonction,Télésignal,
131.3,Vi_pic_3400_fk09,BOOL,Touche de fonction F9 de l'écran 3400 Sans fonction 28,%DB109.DBX131.3,Sans fonction,Télésignal,
131.4,Vi_pic_3400_fk10,BOOL,Touche de fonction F10 de l'écran 3400 Sans fonction 28,%DB109.DBX131.4,Sans fonction,Télésignal,
131.5,Vi_pic_3500_fk01,BOOL,Touche de fonction F1 de l'écran 3500 Sans fonction 28,%DB109.DBX131.5,Sans fonction,Télésignal,
131.6,Vi_pic_3500_fk02,BOOL,Touche de fonction F2 de l'écran 3500 Sans fonction 28,%DB109.DBX131.6,Sans fonction,Télésignal,
131.7,Vi_pic_3500_fk03,BOOL,Touche de fonction F3 de l'écran 3500 Sans fonction 28,%DB109.DBX131.7,Sans fonction,Télésignal,
132.0,Vi_pic_3500_fk04,BOOL,Touche de fonction F4 de l'écran 3500 Sans fonction 29,%DB109.DBX132.0,Sans fonction,Télésignal,
132.1,Vi_pic_3500_fk05,BOOL,Touche de fonction F5 de l'écran 3500 Sans fonction 30,%DB109.DBX132.1,Sans fonction,Télésignal,
132.2,Vi_pic_3500_fk06,BOOL,Touche de fonction F6 de l'écran 3500 Sans fonction 30,%DB109.DBX132.2,Sans fonction,Télésignal,
132.3,Vi_pic_3500_fk07,BOOL,Touche de fonction F7 de l'écran 3500 Sans fonction 30,%DB109.DBX132.3,Sans fonction,Télésignal,
132.4,Vi_pic_3500_fk08,BOOL,Touche de fonction F8 de l'écran 3500 Sans fonction 30,%DB109.DBX132.4,Sans fonction,Télésignal,
132.5,Vi_pic_3500_fk09,BOOL,Touche de fonction F9 de l'écran 3500 Sans fonction 29,%DB109.DBX132.5,Sans fonction,Télésignal,
132.6,Vi_pic_3500_fk10,BOOL,Touche de fonction F10 de l'écran 3500 Sans fonction 29,%DB109.DBX132.6,Sans fonction,Télésignal,
132.7,Vi_pic_4000_fk01,BOOL,Touche de fonction F1 de l'écran 4000 Sans fonction 29,%DB109.DBX132.7,Sans fonction,Télésignal,
133.0,Vi_pic_4000_fk02,BOOL,Touche de fonction F2 de l'écran 4000 Sans fonction 29,%DB109.DBX133.0,Sans fonction,Télésignal,
133.1,Vi_pic_4000_fk03,BOOL,Touche de fonction F3 de l'écran 4000 Sans fonction 29,%DB109.DBX133.1,Sans fonction,Télésignal,
133.2,Vi_pic_4000_fk04,BOOL,Touche de fonction F4 de l'écran 4000 Sans fonction 30,%DB109.DBX133.2,Sans fonction,Télésignal,
133.3,Vi_pic_4000_fk05,BOOL,Touche de fonction F5 de l'écran 4000 Sans fonction 31,%DB109.DBX133.3,Sans fonction,Télésignal,
133.4,Vi_pic_4000_fk06,BOOL,Touche de fonction F6 de l'écran 4000 Sans fonction 31,%DB109.DBX133.4,Sans fonction,Télésignal,
133.5,Vi_pic_4000_fk07,BOOL,Touche de fonction F7 de l'écran 4000 Sans fonction 31,%DB109.DBX133.5,Sans fonction,Télésignal,
133.6,Vi_pic_4000_fk08,BOOL,Touche de fonction F8 de l'écran 4000 Sans fonction 31,%DB109.DBX133.6,Sans fonction,Télésignal,
133.7,Vi_pic_4000_fk09,BOOL,Touche de fonction F9 de l'écran 4000 Sans fonction 30,%DB109.DBX133.7,Sans fonction,Télésignal,
134.0,Vi_pic_4000_fk10,BOOL,Touche de fonction F10 de l'écran 4000 Sans fonction 30,%DB109.DBX134.0,Sans fonction,Télésignal,
134.1,Vi_pic_5000_fk01,BOOL,Touche de fonction F1 de l'écran 5000 Sans fonction 30,%DB109.DBX134.1,Sans fonction,Télésignal,
134.2,Vi_pic_5000_fk02,BOOL,Touche de fonction F2 de l'écran 5000 Sans fonction 30,%DB109.DBX134.2,Sans fonction,Télésignal,
134.3,Vi_pic_5000_fk03,BOOL,Touche de fonction F3 de l'écran 5000 Sans fonction 30,%DB109.DBX134.3,Sans fonction,Télésignal,
134.4,Vi_pic_5000_fk04,BOOL,Touche de fonction F4 de l'écran 5000 Sans fonction 31,%DB109.DBX134.4,Sans fonction,Télésignal,
134.5,Vi_pic_5000_fk05,BOOL,Touche de fonction F5 de l'écran 5000 Sans fonction 32,%DB109.DBX134.5,Sans fonction,Télésignal,
134.6,Vi_pic_5000_fk06,BOOL,Touche de fonction F6 de l'écran 5000 Sans fonction 32,%DB109.DBX134.6,Sans fonction,Télésignal,
134.7,Vi_pic_5000_fk07,BOOL,Touche de fonction F7 de l'écran 5000 Sans fonction 32,%DB109.DBX134.7,Sans fonction,Télésignal,
135.0,Vi_pic_5000_fk08,BOOL,Touche de fonction F8 de l'écran 5000 Sans fonction 32,%DB109.DBX135.0,Sans fonction,Télésignal,
135.1,Vi_pic_5000_fk09,BOOL,Touche de fonction F9 de l'écran 5000 Sans fonction 31,%DB109.DBX135.1,Sans fonction,Télésignal,
135.2,Vi_pic_5000_fk10,BOOL,Touche de fonction F10 de l'écran 5000 Sans fonction 31,%DB109.DBX135.2,Sans fonction,Télésignal,
135.3,Vi_pic_5100_fk01,BOOL,Touche de fonction F1 de l'écran 5100 Sans fonction 31,%DB109.DBX135.3,Sans fonction,Télésignal,
135.4,Vi_pic_5100_fk02,BOOL,Touche de fonction F2 de l'écran 5100 Sans fonction 31,%DB109.DBX135.4,Sans fonction,Télésignal,
135.5,Vi_pic_5100_fk03,BOOL,Touche de fonction F3 de l'écran 5100 Sans fonction 31,%DB109.DBX135.5,Sans fonction,Télésignal,
135.6,Vi_pic_5100_fk04,BOOL,Touche de fonction F4 de l'écran 5100 Sans fonction 32,%DB109.DBX135.6,Sans fonction,Télésignal,
135.7,Vi_pic_5100_fk05,BOOL,Touche de fonction F5 de l'écran 5100 Sans fonction 33,%DB109.DBX135.7,Sans fonction,Télésignal,
136.0,Vi_pic_5100_fk06,BOOL,Touche de fonction F6 de l'écran 5100 Sans fonction 33,%DB109.DBX136.0,Sans fonction,Télésignal,
136.1,Vi_pic_5100_fk07,BOOL,Touche de fonction F7 de l'écran 5100 Sans fonction 33,%DB109.DBX136.1,Sans fonction,Télésignal,
136.2,Vi_pic_5100_fk08,BOOL,Touche de fonction F8 de l'écran 5100 Sans fonction 33,%DB109.DBX136.2,Sans fonction,Télésignal,
136.3,Vi_pic_5100_fk09,BOOL,Touche de fonction F9 de l'écran 5100 Sans fonction 32,%DB109.DBX136.3,Sans fonction,Télésignal,
136.4,Vi_pic_5100_fk10,BOOL,Touche de fonction F10 de l'écran 5100 Sans fonction 32,%DB109.DBX136.4,Sans fonction,Télésignal,
136.5,Vi_pic_5200_fk01,BOOL,Touche de fonction F1 de l'écran 5200 Sans fonction 32,%DB109.DBX136.5,Sans fonction,Télésignal,
136.6,Vi_pic_5200_fk02,BOOL,Touche de fonction F2 de l'écran 5200 Sans fonction 32,%DB109.DBX136.6,Sans fonction,Télésignal,
136.7,Vi_pic_5200_fk03,BOOL,Touche de fonction F3 de l'écran 5200 Sans fonction 32,%DB109.DBX136.7,Sans fonction,Télésignal,
137.0,Vi_pic_5200_fk04,BOOL,Touche de fonction F4 de l'écran 5200 Sans fonction 33,%DB109.DBX137.0,Sans fonction,Télésignal,
137.1,Vi_pic_5200_fk05,BOOL,Touche de fonction F5 de l'écran 5200 Sans fonction 34,%DB109.DBX137.1,Sans fonction,Télésignal,
137.2,Vi_pic_5200_fk06,BOOL,Touche de fonction F6 de l'écran 5200 Sans fonction 34,%DB109.DBX137.2,Sans fonction,Télésignal,
137.3,Vi_pic_5200_fk07,BOOL,Touche de fonction F7 de l'écran 5200 Sans fonction 34,%DB109.DBX137.3,Sans fonction,Télésignal,
137.4,Vi_pic_5200_fk08,BOOL,Touche de fonction F8 de l'écran 5200 Sans fonction 34,%DB109.DBX137.4,Sans fonction,Télésignal,
137.5,Vi_pic_5200_fk09,BOOL,Touche de fonction F9 de l'écran 5200 Sans fonction 33,%DB109.DBX137.5,Sans fonction,Télésignal,
137.6,Vi_pic_5200_fk10,BOOL,Touche de fonction F10 de l'écran 5200 Sans fonction 33,%DB109.DBX137.6,Sans fonction,Télésignal,
137.7,Vi_pic_5300_fk01,BOOL,Touche de fonction F1 de l'écran 5300 Sans fonction 33,%DB109.DBX137.7,Sans fonction,Télésignal,
138.0,Vi_pic_5300_fk02,BOOL,Touche de fonction F2 de l'écran 5300 P DWON Sans fonction,%DB109.DBX138.0,Sans fonction,Télésignal,
138.1,Vi_pic_5300_fk03,BOOL,Touche de fonction F3 de l'écran 5300 Sans fonction 33,%DB109.DBX138.1,Sans fonction,Télésignal,
138.2,Vi_pic_5300_fk04,BOOL,Touche de fonction F4 de l'écran 5300 w C mw Sans fonction,%DB109.DBX138.2,Sans fonction,Télésignal,
138.3,Vi_pic_5300_fk05,BOOL,Touche de fonction F5 de l'écran 5300 w Sans fonction,%DB109.DBX138.3,Sans fonction,Télésignal,
138.4,Vi_pic_5300_fk06,BOOL,Touche de fonction F6 de l'écran 5300 Sans fonction 35,%DB109.DBX138.4,Sans fonction,Télésignal,
138.5,Vi_pic_5300_fk07,BOOL,Touche de fonction F7 de l'écran 5300 Sans fonction 35,%DB109.DBX138.5,Sans fonction,Télésignal,
138.6,Vi_pic_5300_fk08,BOOL,Touche de fonction F8 de l'écran 5300 Sans fonction 35,%DB109.DBX138.6,Sans fonction,Télésignal,
138.7,Vi_pic_5300_fk09,BOOL,Touche de fonction F9 de l'écran 5300 Sans fonction 34,%DB109.DBX138.7,Sans fonction,Télésignal,
139.0,Vi_pic_5300_fk10,BOOL,Touche de fonction F10 de l'écran 5300 Sans fonction 34,%DB109.DBX139.0,Sans fonction,Télésignal,
139.1,Vi_pic_5400_fk01,BOOL,Touche de fonction F1 de l'écran 5400 Sans fonction 34,%DB109.DBX139.1,Sans fonction,Télésignal,
139.2,Vi_pic_5400_fk02,BOOL,Touche de fonction F2 de l'écran 5400 Sans fonction 33,%DB109.DBX139.2,Sans fonction,Télésignal,
139.3,Vi_pic_5400_fk03,BOOL,Touche de fonction F3 de l'écran 5400 Sans fonction 34,%DB109.DBX139.3,Sans fonction,Télésignal,
139.4,Vi_pic_5400_fk04,BOOL,Touche de fonction F4 de l'écran 5400 Sans fonction 34,%DB109.DBX139.4,Sans fonction,Télésignal,
139.5,Vi_pic_5400_fk05,BOOL,Touche de fonction F5 de l'écran 5400 Sans fonction 35,%DB109.DBX139.5,Sans fonction,Télésignal,
139.6,Vi_pic_5400_fk06,BOOL,Touche de fonction F6 de l'écran 5400 Sans fonction 36,%DB109.DBX139.6,Sans fonction,Télésignal,
139.7,Vi_pic_5400_fk07,BOOL,Touche de fonction F7 de l'écran 5400 Sans fonction 36,%DB109.DBX139.7,Sans fonction,Télésignal,
140.0,Vi_pic_5400_fk08,BOOL,Touche de fonction F8 de l'écran 5400 Sans fonction 36,%DB109.DBX140.0,Sans fonction,Télésignal,
140.1,Vi_pic_5400_fk09,BOOL,Touche de fonction F9 de l'écran 5400 Sans fonction 35,%DB109.DBX140.1,Sans fonction,Télésignal,
140.2,Vi_pic_5400_fk10,BOOL,Touche de fonction F10 de l'écran 5400 Sans fonction 35,%DB109.DBX140.2,Sans fonction,Télésignal,
140.3,Vi_pic_5500_fk01,BOOL,Touche de fonction F1 de l'écran 5500 Sans fonction 35,%DB109.DBX140.3,Sans fonction,Télésignal,
140.4,Vi_pic_5500_fk02,BOOL,Touche de fonction F2 de l'écran 5500 Sans fonction 34,%DB109.DBX140.4,Sans fonction,Télésignal,
140.5,Vi_pic_5500_fk03,BOOL,Touche de fonction F3 de l'écran 5500 Sans fonction 35,%DB109.DBX140.5,Sans fonction,Télésignal,
140.6,Vi_pic_5500_fk04,BOOL,Touche de fonction F4 de l'écran 5500 Sans fonction 35,%DB109.DBX140.6,Sans fonction,Télésignal,
140.7,Vi_pic_5500_fk05,BOOL,Touche de fonction F5 de l'écran 5500 Sans fonction 36,%DB109.DBX140.7,Sans fonction,Télésignal,
141.0,Vi_pic_5500_fk06,BOOL,Touche de fonction F6 de l'écran 5500 Sans fonction 37,%DB109.DBX141.0,Sans fonction,Télésignal,
141.1,Vi_pic_5500_fk07,BOOL,Touche de fonction F7 de l'écran 5500 Sans fonction 37,%DB109.DBX141.1,Sans fonction,Télésignal,
141.2,Vi_pic_5500_fk08,BOOL,Touche de fonction F8 de l'écran 5500 Sans fonction 37,%DB109.DBX141.2,Sans fonction,Télésignal,
141.3,Vi_pic_5500_fk09,BOOL,Touche de fonction F9 de l'écran 5500 Sans fonction 36,%DB109.DBX141.3,Sans fonction,Télésignal,
141.4,Vi_pic_5500_fk10,BOOL,Touche de fonction F10 de l'écran 5500 Sans fonction 36,%DB109.DBX141.4,Sans fonction,Télésignal,
141.5,Vi_pic_5501_fk01,BOOL,Touche de fonction F1 de l'écran 5501 Sans fonction 36,%DB109.DBX141.5,Sans fonction,Télésignal,
141.6,Vi_pic_5501_fk02,BOOL,Touche de fonction F2 de l'écran 5501 Sans fonction 35,%DB109.DBX141.6,Sans fonction,Télésignal,
141.7,Vi_pic_5501_fk03,BOOL,Touche de fonction F3 de l'écran 5501 Sans fonction 36,%DB109.DBX141.7,Sans fonction,Télésignal,
142.0,Vi_pic_5501_fk04,BOOL,Touche de fonction F4 de l'écran 5501 Sans fonction 36,%DB109.DBX142.0,Sans fonction,Télésignal,
142.1,Vi_pic_5501_fk05,BOOL,Touche de fonction F5 de l'écran 5501 Sans fonction 37,%DB109.DBX142.1,Sans fonction,Télésignal,
142.2,Vi_pic_5501_fk06,BOOL,Touche de fonction F6 de l'écran 5501 Sans fonction 38,%DB109.DBX142.2,Sans fonction,Télésignal,
142.3,Vi_pic_5501_fk07,BOOL,Touche de fonction F7 de l'écran 5501 Sans fonction 38,%DB109.DBX142.3,Sans fonction,Télésignal,
142.4,Vi_pic_5501_fk08,BOOL,Touche de fonction F8 de l'écran 5501 Sans fonction 38,%DB109.DBX142.4,Sans fonction,Télésignal,
142.5,Vi_pic_5501_fk09,BOOL,Touche de fonction F9 de l'écran 5501 Sans fonction 37,%DB109.DBX142.5,Sans fonction,Télésignal,
142.6,Vi_pic_5501_fk10,BOOL,Touche de fonction F10 de l'écran 5501 Sans fonction 37,%DB109.DBX142.6,Sans fonction,Télésignal,
142.7,Vi_pic_5600_fk01,BOOL,Touche de fonction F1 de l'écran 5600 Sans fonction 37,%DB109.DBX142.7,Sans fonction,Télésignal,
143.0,Vi_pic_5600_fk02,BOOL,Touche de fonction F2 de l'écran 5600 Sans fonction 36,%DB109.DBX143.0,Sans fonction,Télésignal,
143.1,Vi_pic_5600_fk03,BOOL,Touche de fonction F3 de l'écran 5600 Sans fonction 37,%DB109.DBX143.1,Sans fonction,Télésignal,
143.2,Vi_pic_5600_fk04,BOOL,Touche de fonction F4 de l'écran 5600 Sans fonction 37,%DB109.DBX143.2,Sans fonction,Télésignal,
143.3,Vi_pic_5600_fk05,BOOL,Touche de fonction F5 de l'écran 5600 Sans fonction 38,%DB109.DBX143.3,Sans fonction,Télésignal,
143.4,Vi_pic_5600_fk06,BOOL,Touche de fonction F6 de l'écran 5600 Sans fonction 39,%DB109.DBX143.4,Sans fonction,Télésignal,
143.5,Vi_pic_5600_fk07,BOOL,Touche de fonction F7 de l'écran 5600 Sans fonction 39,%DB109.DBX143.5,Sans fonction,Télésignal,
143.6,Vi_pic_5600_fk08,BOOL,Touche de fonction F8 de l'écran 5600 Sans fonction 39,%DB109.DBX143.6,Sans fonction,Télésignal,
143.7,Vi_pic_5600_fk09,BOOL,Touche de fonction F9 de l'écran 5600 Sans fonction 38,%DB109.DBX143.7,Sans fonction,Télésignal,
144.0,Vi_pic_5600_fk10,BOOL,Touche de fonction F10 de l'écran 5600 Sans fonction 38,%DB109.DBX144.0,Sans fonction,Télésignal,
144.1,Vi_pic_6000_fk01,BOOL,Touche de fonction F1 de l'écran 6000 Sans fonction 38,%DB109.DBX144.1,Sans fonction,Télésignal,
144.2,Vi_pic_6000_fk02,BOOL,Touche de fonction F2 de l'écran 6000 Sans fonction 37,%DB109.DBX144.2,Sans fonction,Télésignal,
144.3,Vi_pic_6000_fk03,BOOL,Touche de fonction F3 de l'écran 6000 Sans fonction 38,%DB109.DBX144.3,Sans fonction,Télésignal,
144.4,Vi_pic_6000_fk04,BOOL,Touche de fonction F4 de l'écran 6000 Sans fonction 38,%DB109.DBX144.4,Sans fonction,Télésignal,
144.5,Vi_pic_6000_fk05,BOOL,Touche de fonction F5 de l'écran 6000 Sans fonction 39,%DB109.DBX144.5,Sans fonction,Télésignal,
144.6,Vi_pic_6000_fk06,BOOL,Touche de fonction F6 de l'écran 6000 Sans fonction 40,%DB109.DBX144.6,Sans fonction,Télésignal,
144.7,Vi_pic_6000_fk07,BOOL,Touche de fonction F7 de l'écran 6000 Sans fonction 40,%DB109.DBX144.7,Sans fonction,Télésignal,
145.0,Vi_pic_6000_fk08,BOOL,Touche de fonction F8 de l'écran 6000 Sans fonction 40,%DB109.DBX145.0,Sans fonction,Télésignal,
145.1,Vi_pic_6000_fk09,BOOL,Touche de fonction F9 de l'écran 6000 Sans fonction 39,%DB109.DBX145.1,Sans fonction,Télésignal,
145.2,Vi_pic_6000_fk10,BOOL,Touche de fonction F10 de l'écran 6000 Sans fonction 39,%DB109.DBX145.2,Sans fonction,Télésignal,
145.3,Vi_pic_6100_fk01,BOOL,Touche de fonction F1 de l'écran 6100 Sans fonction 39,%DB109.DBX145.3,Sans fonction,Télésignal,
145.4,Vi_pic_6100_fk02,BOOL,Touche de fonction F2 de l'écran 6100 Sans fonction 38,%DB109.DBX145.4,Sans fonction,Télésignal,
145.5,Vi_pic_6100_fk03,BOOL,Touche de fonction F3 de l'écran 6100 Sans fonction 39,%DB109.DBX145.5,Sans fonction,Télésignal,
145.6,Vi_pic_6100_fk04,BOOL,Touche de fonction F4 de l'écran 6100 Sans fonction 39,%DB109.DBX145.6,Sans fonction,Télésignal,
145.7,Vi_pic_6100_fk05,BOOL,Touche de fonction F5 de l'écran 6100 Sans fonction 40,%DB109.DBX145.7,Sans fonction,Télésignal,
146.0,Vi_pic_6100_fk06,BOOL,Touche de fonction F6 de l'écran 6100 Sans fonction 41,%DB109.DBX146.0,Sans fonction,Télésignal,
146.1,Vi_pic_6100_fk07,BOOL,Touche de fonction F7 de l'écran 6100 Sans fonction 41,%DB109.DBX146.1,Sans fonction,Télésignal,
146.2,Vi_pic_6100_fk08,BOOL,Touche de fonction F8 de l'écran 6100 Sans fonction 41,%DB109.DBX146.2,Sans fonction,Télésignal,
146.3,Vi_pic_6100_fk09,BOOL,Touche de fonction F9 de l'écran 6100 Sans fonction 40,%DB109.DBX146.3,Sans fonction,Télésignal,
146.4,Vi_pic_6100_fk10,BOOL,Touche de fonction F10 de l'écran 6100 Sans fonction 40,%DB109.DBX146.4,Sans fonction,Télésignal,
146.5,Vi_pic_7000_fk01,BOOL,Touche de fonction F1 de l'écran 7000 Sans fonction 40,%DB109.DBX146.5,Sans fonction,Télésignal,
146.6,Vi_pic_7000_fk02,BOOL,Touche de fonction F2 de l'écran 7000 Sans fonction 39,%DB109.DBX146.6,Sans fonction,Télésignal,
146.7,Vi_pic_7000_fk03,BOOL,Touche de fonction F3 de l'écran 7000 Sans fonction 40,%DB109.DBX146.7,Sans fonction,Télésignal,
147.0,Vi_pic_7000_fk04,BOOL,Touche de fonction F4 de l'écran 7000 Sans fonction 40,%DB109.DBX147.0,Sans fonction,Télésignal,
147.1,Vi_pic_7000_fk05,BOOL,Touche de fonction F5 de l'écran 7000 Sans fonction 41,%DB109.DBX147.1,Sans fonction,Télésignal,
147.2,Vi_pic_7000_fk06,BOOL,Touche de fonction F6 de l'écran 7000 Sans fonction 42,%DB109.DBX147.2,Sans fonction,Télésignal,
147.3,Vi_pic_7000_fk07,BOOL,Touche de fonction F7 de l'écran 7000 Sans fonction 42,%DB109.DBX147.3,Sans fonction,Télésignal,
147.4,Vi_pic_7000_fk08,BOOL,Touche de fonction F8 de l'écran 7000 Sans fonction 42,%DB109.DBX147.4,Sans fonction,Télésignal,
147.5,Vi_pic_7000_fk09,BOOL,Touche de fonction F9 de l'écran 7000 Sans fonction 41,%DB109.DBX147.5,Sans fonction,Télésignal,
147.6,Vi_pic_7000_fk10,BOOL,Touche de fonction F10 de l'écran 7000 Sans fonction 41,%DB109.DBX147.6,Sans fonction,Télésignal,
147.7,Vi_pic_7100_fk01,BOOL,Touche de fonction F1 de l'écran 7100 Sans fonction 41,%DB109.DBX147.7,Sans fonction,Télésignal,
148.0,Vi_pic_7100_fk02,BOOL,Touche de fonction F2 de l'écran 7100 Sans fonction 40,%DB109.DBX148.0,Sans fonction,Télésignal,
148.1,Vi_pic_7100_fk03,BOOL,Touche de fonction F3 de l'écran 7100 Sans fonction 41,%DB109.DBX148.1,Sans fonction,Télésignal,
148.2,Vi_pic_7100_fk04,BOOL,Touche de fonction F4 de l'écran 7100 Sans fonction 41,%DB109.DBX148.2,Sans fonction,Télésignal,
148.3,Vi_pic_7100_fk05,BOOL,Touche de fonction F5 de l'écran 7100 Sans fonction 42,%DB109.DBX148.3,Sans fonction,Télésignal,
148.4,Vi_pic_7100_fk06,BOOL,Touche de fonction F6 de l'écran 7100 Sans fonction 43,%DB109.DBX148.4,Sans fonction,Télésignal,
148.5,Vi_pic_7100_fk07,BOOL,Touche de fonction F7 de l'écran 7100 Sans fonction 43,%DB109.DBX148.5,Sans fonction,Télésignal,
148.6,Vi_pic_7100_fk08,BOOL,Touche de fonction F8 de l'écran 7100 Sans fonction 43,%DB109.DBX148.6,Sans fonction,Télésignal,
148.7,Vi_pic_7100_fk09,BOOL,Touche de fonction F9 de l'écran 7100 Sans fonction 42,%DB109.DBX148.7,Sans fonction,Télésignal,
149.0,Vi_pic_7100_fk10,BOOL,Touche de fonction F10 de l'écran 7100 Sans fonction 42,%DB109.DBX149.0,Sans fonction,Télésignal,
149.1,Vi_pic_7200_fk01,BOOL,Touche de fonction F1 de l'écran 7200 Sans fonction 42,%DB109.DBX149.1,Sans fonction,Télésignal,
149.2,Vi_pic_7200_fk02,BOOL,Touche de fonction F2 de l'écran 7200 Sans fonction 41,%DB109.DBX149.2,Sans fonction,Télésignal,
149.3,Vi_pic_7200_fk03,BOOL,Touche de fonction F3 de l'écran 7200 P DWON Sans fonction,%DB109.DBX149.3,Sans fonction,Télésignal,
149.4,Vi_pic_7200_fk04,BOOL,Touche de fonction F4 de l'écran 7200 Sans fonction 42,%DB109.DBX149.4,Sans fonction,Télésignal,
149.5,Vi_pic_7200_fk05,BOOL,Touche de fonction F5 de l'écran 7200 w C mw Sans fonction,%DB109.DBX149.5,Sans fonction,Télésignal,
149.6,Vi_pic_7200_fk06,BOOL,Touche de fonction F6 de l'écran 7200 w Sans fonction,%DB109.DBX149.6,Sans fonction,Télésignal,
149.7,Vi_pic_7200_fk07,BOOL,Touche de fonction F7 de l'écran 7200 Sans fonction 44,%DB109.DBX149.7,Sans fonction,Télésignal,
150.0,Vi_pic_7200_fk08,BOOL,Touche de fonction F8 de l'écran 7200 Sans fonction 44,%DB109.DBX150.0,Sans fonction,Télésignal,
150.1,Vi_pic_7200_fk09,BOOL,Touche de fonction F9 de l'écran 7200 Sans fonction 43,%DB109.DBX150.1,Sans fonction,Télésignal,
150.2,Vi_pic_7200_fk10,BOOL,Touche de fonction F10 de l'écran 7200 Sans fonction 43,%DB109.DBX150.2,Sans fonction,Télésignal,
150.3,Vi_pic_7201_fk01,BOOL,Touche de fonction F1 de l'écran 7201 Sans fonction 43,%DB109.DBX150.3,Sans fonction,Télésignal,
150.4,Vi_pic_7201_fk02,BOOL,Touche de fonction F2 de l'écran 7201 Sans fonction 42,%DB109.DBX150.4,Sans fonction,Télésignal,
150.5,Vi_pic_7201_fk03,BOOL,Touche de fonction F3 de l'écran 7201 Sans fonction 42,%DB109.DBX150.5,Sans fonction,Télésignal,
150.6,Vi_pic_7201_fk04,BOOL,Touche de fonction F4 de l'écran 7201 Sans fonction 43,%DB109.DBX150.6,Sans fonction,Télésignal,
150.7,Vi_pic_7201_fk05,BOOL,Touche de fonction F5 de l'écran 7201 Sans fonction 43,%DB109.DBX150.7,Sans fonction,Télésignal,
151.0,Vi_pic_7201_fk06,BOOL,Touche de fonction F6 de l'écran 7201 Sans fonction 44,%DB109.DBX151.0,Sans fonction,Télésignal,
151.1,Vi_pic_7201_fk07,BOOL,Touche de fonction F7 de l'écran 7201 Sans fonction 45,%DB109.DBX151.1,Sans fonction,Télésignal,
151.2,Vi_pic_7201_fk08,BOOL,Touche de fonction F8 de l'écran 7201 Sans fonction 45,%DB109.DBX151.2,Sans fonction,Télésignal,
151.3,Vi_pic_7201_fk09,BOOL,Touche de fonction F9 de l'écran 7201 Sans fonction 44,%DB109.DBX151.3,Sans fonction,Télésignal,
151.4,Vi_pic_7201_fk10,BOOL,Touche de fonction F10 de l'écran 7201 Sans fonction 44,%DB109.DBX151.4,Sans fonction,Télésignal,
151.5,Vi_pic_7202_fk01,BOOL,Touche de fonction F1 de l'écran 7202 Sans fonction 44,%DB109.DBX151.5,Sans fonction,Télésignal,
151.6,Vi_pic_7202_fk02,BOOL,Touche de fonction F2 de l'écran 7202 Sans fonction 43,%DB109.DBX151.6,Sans fonction,Télésignal,
151.7,Vi_pic_7202_fk03,BOOL,Touche de fonction F3 de l'écran 7202 Sans fonction 43,%DB109.DBX151.7,Sans fonction,Télésignal,
152.0,Vi_pic_7202_fk04,BOOL,Touche de fonction F4 de l'écran 7202 Sans fonction 44,%DB109.DBX152.0,Sans fonction,Télésignal,
152.1,Vi_pic_7202_fk05,BOOL,Touche de fonction F5 de l'écran 7202 Sans fonction 44,%DB109.DBX152.1,Sans fonction,Télésignal,
152.2,Vi_pic_7202_fk06,BOOL,Touche de fonction F6 de l'écran 7202 Sans fonction 45,%DB109.DBX152.2,Sans fonction,Télésignal,
152.3,Vi_pic_7202_fk07,BOOL,Touche de fonction F7 de l'écran 7202 Sans fonction 46,%DB109.DBX152.3,Sans fonction,Télésignal,
152.4,Vi_pic_7202_fk08,BOOL,Touche de fonction F8 de l'écran 7202 Sans fonction 46,%DB109.DBX152.4,Sans fonction,Télésignal,
152.5,Vi_pic_7202_fk09,BOOL,Touche de fonction F9 de l'écran 7202 Sans fonction 45,%DB109.DBX152.5,Sans fonction,Télésignal,
152.6,Vi_pic_7202_fk10,BOOL,Touche de fonction F10 de l'écran 7202 Sans fonction 45,%DB109.DBX152.6,Sans fonction,Télésignal,
152.7,Vi_pic_7300_fk01,BOOL,Touche de fonction F1 de l'écran 7300 Sans fonction 45,%DB109.DBX152.7,Sans fonction,Télésignal,
153.0,Vi_pic_7300_fk02,BOOL,Touche de fonction F2 de l'écran 7300 Sans fonction 44,%DB109.DBX153.0,Sans fonction,Télésignal,
153.1,Vi_pic_7300_fk03,BOOL,Touche de fonction F3 de l'écran 7300 Sans fonction 44,%DB109.DBX153.1,Sans fonction,Télésignal,
